Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PTD006;#1013581;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=328137&end=334190;328137;334190;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;è che // sì vabbè era un lavoro sì ma un lavro che comunque non // sì non è che le desse da mangiare insomma // esatto no però;comunque;lei tutti i giorni da~ dal lunedì al sabato e mi mi mi sembra che il martedì tutto il giorno // comunque e sì sì xxx mi sembra;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD006;#1015103;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=765810&end=769065;765810;769065;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;// sì deve essere un lavoro che non ti porti via // no deve essere un lavoro che ti ti impegna quelle due tre ore al giorno o;comunque;che ne so // mh due ore cioè due giorni alla settimana tempo pieeno ma non lì era otto ore al giorno // eh madonna // eh io;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD006;#1015168;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=786660&end=791374;786660;791374;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;// mizzica // e avevo che ne so lavoravo cinque giorni e poi avevo due giorni di di stacco di riposo // bello bello perchè;comunque;era nel mio settore nel settore turistico // un bell''ambiente poi era un quattro stelle quindi non è proprio una una;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;0;;
PTD006;#1016651;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=1226976&end=1227776;1226976;1227776;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;2;intervista semistrutturata;il fisso // il fisso che mh // cosa potevo prendere in un mese // sulle cinque seicento euro niente di di che perchè eh // sì;comunque;// mi ricordo che ci son stati giorni che // magari ne ho venduti anche sei perchè magari c''era la super promozione;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD006;#1019058;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=1895710&end=1900241;1895710;1900241;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;// sì nel duemila e otto qualcosa del genere no forse prima duemila e sei // eh ma non s~ non so se qui a torino o era a roma;comunque;c''era un concerto che // mh // ci hanno fatto fare tanto di quello straordinario allucinante e vi dico // mi hanno pagato;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PTD006;#1020556;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=2338740&end=2342864;2338740;2342864;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;// bianchi // esatto mh quando lui era giocava che lui mi sembra che fosse // bergamasco brescia do~ xx no~ no~ no~ non era;comunque;da quelle parti lì // non lo so comunque sì lombardo pen~ // però lui mh giocava nel toro e abitava praticamnete // eh;;;;;1;;;;;;;;;;;;1;;;;;;;;;;1;;;1;;
PTD006;#1022369;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=2848910&end=2853369;2848910;2853369;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;dieci no // no // zero no // perchè io mh ho anche un''altra vita // almeno ti pagavano bene // ma no io prendevo bene perchè;comunque;ero arrivato a prendere più o meno // sì sì // no non era per sapere quanto prendevi no~ // no ma no no no no eh mille e due mille;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD006;#1022860;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=2970638&end=2973104;2970638;2973104;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;di fame? // cosa fai? eh aspetti sempre il eh il negozio che i~ in centro a torino che ti possa assumere? // non lavori //;comunque;s~ cazzi eh cavoli suoi // ma puoi dir~ puoi dirlo sì non su~ // cavo~ posso dirlo? cazzi suoi // allora io ho dato le;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PTD006;#1024009;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=3266480&end=3272780;3266480;3272780;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;vai in analisi a un certo pu~ // va~ devi andare esatto allora per ve~ // cioè eh diventa pesante però è un lavoro che;comunque;è stimolante perchè sei sempre in giro sempre nuove sfide nuove cose // poi diciamo che se vendi cose belle ti fa anche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD006;#1024098;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=3293406&end=3295275;3293406;3295275;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;tutte quindi // insomma certo eh mh // è faticoso perchè è un momento economico non proprio bello eh // sì // mh perchè;comunque;// devi mettere insieme tante cose // tante cose cioè il mh // da da un anno a questa parte è tutto più a rilento // tutto più;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD006;#1025030;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=3533680&end=3535473;3533680;3535473;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;// n~ è giusto che lui venga in show room però è anche giusto che tu va~ lo vada a trovare // gli vada incontro sì sì // perchè;comunque;mh // cioè un po'' per uno cioè una mano lava l''altra quindi è giusto che un po'' per uno si // e allora molte volte vengono loro;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PTD006;#1025490;doc#138;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=3656670&end=3664928;3656670;3664928;PTD006;;01:06:38;;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;36-40;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;no eh eh cioèmh // e ti piacerebbe andare all''estero? // mi piacerebbe  sì // dove? // però anche // ma in un paese nordico;comunque;perchè a me piace il freddo quindi potrebbe essere la gran bretagna piuttosto che l''irlanda piuttosto che // un paese;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOC1007;#1029991;doc#141;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1007&begin=357204&end=360540;357204;360540;BOC1007;;00:25:22;;https://search.corpuskiparla.it/corpus/conversations/BOC1007.html;https://search.corpuskiparla.it/corpus/conversations/BOC1007_jefferson.html;36-40;F;;intell;;;emilia-romagna;phd;2;esame;tipo di test // che è è un test // mh // cioè banalmente sono le certificazioni linguistiche sì // esatto // esatto //;comunque;ritorna alla mia domanda la mia domanda era il concetto di utilità // quello di bachman e palmer nel testing linguistico;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOC1007;#1030965;doc#141;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1007&begin=714401&end=716556;714401;716556;BOC1007;;00:25:22;;https://search.corpuskiparla.it/corpus/conversations/BOC1007.html;https://search.corpuskiparla.it/corpus/conversations/BOC1007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;esame;dei contenuti // perché ovviamente quello che dev'' essere // mh domandato nel test deve essere stato prima // spiegato o;comunque;dichiarato // dev'' essere accettabile // e deve essere comparabile // cioè i dati che io ottengo appunto da da questi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOC1007;#1032288;doc#141;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1007&begin=1221816&end=1225054;1221816;1225054;BOC1007;;00:25:22;;https://search.corpuskiparla.it/corpus/conversations/BOC1007.html;https://search.corpuskiparla.it/corpus/conversations/BOC1007_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;esame;eh unamh // unamh un ascolto proprio della lingua // mh // perché // mh limitandosi alla grammatica e alla traduzione;comunque;// ai testi cartacei // il discente non ascoltava realmente la lingua // mh // se non tramitemh // il lavoro del docente //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PBB003;#1039977;doc#142;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB003&begin=2521610&end=2523880;2521610;2523880;PBB003;;00:49:48;;https://search.corpuskiparla.it/corpus/conversations/PBB003.html;https://search.corpuskiparla.it/corpus/conversations/PBB003_jefferson.html;51-55;M;;uff;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;i posti di lavoro sono diminuiti questo sto sempre parlando nel settore che poi è il mio manufatturiero // meccanico e;comunque;che prevede // un ruolo tecnico sicuramente // eh se eh // quando si va su nuovi tipi di lavoro come può essere // o o o tipi di;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
TOD1014;#1050263;doc#144;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=508937&end=512058;508937;512058;TOD1014;;02:53:11;;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;;intell;;;sicilia;phd;1;lezione;testo di moda del cinema che in realtà esiste in italia // perché io ancora non l'' ho scritto ma prima o poi lo scriverò // ma;comunque;sì sì sì lo conosco // io sono cristiana // eh terzo anno frequento il terzo anno di dams // e ho già fatto un corso al primo;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOD1014;#1051880;doc#144;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=1084350&end=1088625;1084350;1088625;TOD1014;;02:53:11;;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;;intell;;;sicilia;phd;1;lezione;più la parte legata ai costumi // sì // va bene // xxx aggiusteremo un po'' il tiro // però vabbè // vi servirà perché;comunque;i costumi fanno riferimento agli stili di moda // anche se non è moda vedremo la differenza tra costumi e moda e la;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1014;#1061394;doc#144;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=4973727&end=4976279;4973727;4976279;TOD1014;;02:53:11;;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;===NONE===;===NONE===;;===NONE===;;;===NONE===;===NONE===;1;lezione;// perché abbiamo visto sul sito // e e figura solo il mio corso // invece noi abbiamo visto che figurano tutti e due però;comunque;// ah tutti e due? // comunque alla fine è un discorso di // siccome io faccio il lettorato // mi mi volevano offrire l'' aula;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
TOD1014;#1068870;doc#144;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=8131233&end=8133915;8131233;8133915;TOD1014;;02:53:11;;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;;intell;;;sicilia;phd;1;lezione;// più simile a vogue // nel senso che adesso se // guardate i look di queste persone in realtà vi accorgerete // o;comunque;chi lavora nella moda sa che queste persone // spesso sono lavorano nell'' industria della moda // hanno a che fare con il;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1014;#1070712;doc#144;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=9355230&end=9357455;9355230;9357455;TOD1014;;02:53:11;;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;;intell;;;sicilia;phd;1;lezione;a disagio indossarlo? // fate la prova // non so se avete delle cose con le spalline // questa anche è vecchia // insomma;comunque;ha un effetto davvero // ridicolo // cioè ti senti // di un'' al~ di indossare un costume // e di essere qualcosa di  // i;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;0;;
TOD1014;#1072437;doc#144;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=9997197&end=9999760;9997197;9999760;TOD1014;;02:53:11;;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;;intell;;;sicilia;phd;1;lezione;standardizzato // potete creare passando sopra la la // insomma // non so se vi ricordate // non so qui non c'' è il video ma;comunque;insomma // è mh // e poi appunto // a un certo punto sono arrivati i media la televisione il cinema // che hanno contribuito;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;
KPS016;#1081734;doc#147;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS016&begin=155371&end=157146;155371;157146;KPS016;;00:35:06;;https://search.corpuskiparla.it/corpus/conversations/KPS016.html;https://search.corpuskiparla.it/corpus/conversations/KPS016_jefferson.html;16-20;M;;stud;;;sardegna;laurea in corso;3;pasto;vasetto piccolino // mh // che ti ha dato quello della pasta? // mhmh // ma quante robe ti ha dato? // una scatola piena //;comunque;la pasta no~ non mi convince tanto // non ha fatto la cremina // però è buona // papi // aglio olio e peperoncino // ah è vero;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOA3007;#1098130;doc#149;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3007&begin=274900&end=282798;274900;282798;TOA3007;;00:08:10;;https://search.corpuskiparla.it/corpus/conversations/TOA3007.html;https://search.corpuskiparla.it/corpus/conversations/TOA3007_jefferson.html;21-25;M;;stud;;;campania;laurea in corso;3;conversazione libera;lato cioè estremo e quindi in realtà // si è portato un sacco di conseguenze questa cosa effettivamente // che // vabbè;comunque;adesso è sempre il solito discorso in cui adesso io eh proietto su di me i discorsi che facciamo effettivamente // no;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;0;;
PBA029;#1099020;doc#150;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=166080&end=169530;166080;169530;PBA029;;00:50:24;;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;26-30;M;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;per dire non cambierebbe niente se non lavori veramente in centro ma // d~ diciamo sì // anche se lavorassi in centro;comunque;ti servirebbe la macchina // sì sicuro in una dimensione di vita sì però nella mia fase di vita è completamente inutile;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA029;#1102069;doc#150;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=1075620&end=1081740;1075620;1081740;PBA029;;00:50:24;;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;16-20;F;;stud;;;toscana;laurea in corso;3;intervista semistrutturata;adesso che sto qua // non lo faccio // io posso anche tornare a casa alle sei però io so che alle undici e mezza mezzogiorno;comunque;mi alzo vado a vedere che aria tira in casa // mhmh // certo // è assurdo perchè c''hai potresti avere potresti usare tutto;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA029;#1104590;doc#150;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=1819400&end=1832609;1819400;1832609;PBA029;;00:50:24;;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;26-30;M;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;vieni bologna magari siamo anche un milione di abitanti come dicono e forse è vero però eh la realtà è che inizi a girare;comunque;nei soliti posti // perchè i posti belli non sono un milione // esatto // no // di modo da dividere tutte le persone //;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBA029;#1105907;doc#150;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA029&begin=2230466&end=2241490;2230466;2241490;PBA029;;00:50:24;;https://search.corpuskiparla.it/corpus/conversations/PBA029.html;https://search.corpuskiparla.it/corpus/conversations/PBA029_jefferson.html;26-30;M;;tec;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;che tra l''altro hanno provato anche a sviluppare applicazioni simili a uber e c''è in effetti e funziona // ah // eh mh però;comunque;lo vivo la vivo molto la differenza rispetto a quando vado in vacanza ma pure che vado a milano capito? // mhmh // che vado a;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
